filename,width,height,class,xmin,ymin,xmax,ymax
frame10486.jpg,540,360,person,10,124,34,190
frame10486.jpg,540,360,car,57,121,181,191
frame10486.jpg,540,360,car,160,114,266,185
frame10486.jpg,540,360,car,495,122,534,187
frame10486.jpg,540,360,car,436,116,504,174
frame1799.jpg,540,360,carriage,239,78,377,162
frame1799.jpg,540,360,trolley,-2,41,112,220
frame1799.jpg,540,360,trolley,106,78,172,154
frame1799.jpg,540,360,carriage,189,87,255,171
frame1799.jpg,540,360,car,431,101,541,277
frame13398.jpg,540,360,car,-5,140,131,345
frame13398.jpg,540,360,person,179,131,197,175
frame13398.jpg,540,360,person,251,116,262,144
frame13398.jpg,540,360,person,327,119,343,147
frame13398.jpg,540,360,person,98,129,114,155
frame13398.jpg,540,360,trolley,137,100,203,169
frame13398.jpg,540,360,carriage,345,90,439,214
frame13398.jpg,540,360,person,503,120,519,156
frame13398.jpg,540,360,person,480,124,492,155
frame13398.jpg,540,360,person,491,125,501,156
frame13398.jpg,540,360,car,430,120,464,169
frame10685.jpg,540,360,horse,231,109,315,210
frame10685.jpg,540,360,person,313,138,376,284
frame10685.jpg,540,360,person,39,138,98,273
frame10685.jpg,540,360,person,-3,129,61,271
frame10685.jpg,540,360,person,-8,232,84,354
frame10685.jpg,540,360,person,128,123,149,169
frame10685.jpg,540,360,car,11,105,151,194
frame10685.jpg,540,360,car,408,133,491,192
frame10685.jpg,540,360,person,319,123,338,159
frame10685.jpg,540,360,person,365,118,385,150
frame10685.jpg,540,360,carriage,158,127,244,157
frame15851.jpg,540,360,car,375,102,547,316
frame15851.jpg,540,360,trolley,31,85,154,208
frame15851.jpg,540,360,trolley,160,110,201,158
frame15851.jpg,540,360,carriage,187,111,263,208
frame15851.jpg,540,360,carriage,272,130,325,175
frame15851.jpg,540,360,carriage,357,119,403,176
frame15851.jpg,540,360,horse,0,128,42,253
frame15851.jpg,540,360,carriage,319,113,369,165
frame11148.jpg,540,360,trolley,-4,31,136,257
frame11148.jpg,540,360,trolley,310,135,344,201
frame11148.jpg,540,360,trolley,407,121,471,219
frame11148.jpg,540,360,carriage,422,99,541,189
frame11148.jpg,540,360,carriage,333,118,391,167
frame11148.jpg,540,360,cyclist,253,118,273,153
frame11148.jpg,540,360,horse,190,110,244,154
frame11148.jpg,540,360,car,147,105,193,154
frame17505.jpg,540,360,trolley,10,61,418,283
frame12121.jpg,540,360,person,236,135,261,231
frame12121.jpg,540,360,person,161,138,206,219
frame12121.jpg,540,360,person,98,138,129,203
frame12121.jpg,540,360,person,79,137,112,198
frame12121.jpg,540,360,horse,277,126,340,206
frame12121.jpg,540,360,carriage,291,91,481,231
frame12121.jpg,540,360,carriage,446,90,538,226
frame12121.jpg,540,360,carriage,2,105,54,178
frame12121.jpg,540,360,car,169,108,258,217
frame13203.jpg,540,360,carriage,8,82,90,176
frame13203.jpg,540,360,person,224,109,245,141
frame13203.jpg,540,360,person,190,115,212,143
frame13203.jpg,540,360,person,208,115,224,141
frame13203.jpg,540,360,carriage,312,85,380,176
frame13203.jpg,540,360,person,424,114,441,140
frame13203.jpg,540,360,person,445,113,462,134
frame13203.jpg,540,360,person,461,108,476,136
frame13203.jpg,540,360,person,482,105,500,138
frame13203.jpg,540,360,carriage,484,112,533,169
frame17475.jpg,540,360,car,-6,138,267,290
frame17475.jpg,540,360,horse,275,125,342,244
frame17475.jpg,540,360,trolley,0,69,278,248
frame18035.jpg,540,360,car,80,91,325,345
frame18035.jpg,540,360,car,318,136,386,193
frame12242.jpg,540,360,horse,212,127,295,257
frame12242.jpg,540,360,carriage,203,90,522,290
frame12242.jpg,540,360,person,101,132,152,242
frame12242.jpg,540,360,car,174,122,237,191
frame12242.jpg,540,360,carriage,8,105,78,164
frame12242.jpg,540,360,carriage,156,107,192,163
frame1010.jpg,540,360,car,7,59,537,350
frame11373.jpg,540,360,person,295,156,443,335
frame11373.jpg,540,360,person,94,116,129,176
frame11373.jpg,540,360,person,375,115,413,184
frame11373.jpg,540,360,horse,413,101,549,194
frame11373.jpg,540,360,car,236,105,325,155
frame11373.jpg,540,360,trolley,185,99,225,137
frame14586.jpg,540,360,carriage,409,64,540,335
frame14586.jpg,540,360,carriage,33,94,166,263
frame14586.jpg,540,360,carriage,349,101,414,158
frame14586.jpg,540,360,car,207,123,371,306
frame14586.jpg,540,360,trolley,122,93,200,163
frame18631.jpg,540,360,car,125,123,248,211
frame18631.jpg,540,360,person,431,137,468,202
frame18631.jpg,540,360,person,340,135,360,177
frame18369.jpg,540,360,carriage,-5,102,157,206
frame18369.jpg,540,360,car,166,124,296,251
frame18369.jpg,540,360,horse,447,129,542,231
frame12730.jpg,540,360,carriage,448,81,540,259
frame12730.jpg,540,360,carriage,66,83,268,202
frame154.jpg,540,360,carriage,195,74,280,174
frame154.jpg,540,360,carriage,298,78,361,153
frame154.jpg,540,360,carriage,132,85,166,126
frame154.jpg,540,360,person,436,96,445,125
frame154.jpg,540,360,person,421,95,432,127
frame154.jpg,540,360,person,446,96,459,124
frame12679.jpg,540,360,person,219,124,248,197
frame12679.jpg,540,360,person,184,135,216,196
frame12679.jpg,540,360,carriage,409,59,544,269
frame12679.jpg,540,360,carriage,284,103,324,158
frame12679.jpg,540,360,carriage,28,87,227,186
frame12679.jpg,540,360,car,326,108,364,151
frame17799.jpg,540,360,car,403,128,532,228
frame17799.jpg,540,360,person,467,137,492,224
frame17799.jpg,540,360,person,376,139,401,185
frame17799.jpg,540,360,carriage,78,130,129,175
frame17799.jpg,540,360,trolley,187,115,224,155
frame17799.jpg,540,360,trolley,106,117,165,171
frame12839.jpg,540,360,person,149,133,192,267
frame12839.jpg,540,360,carriage,178,72,392,217
frame12839.jpg,540,360,carriage,9,102,85,169
frame12018.jpg,540,360,car,77,110,176,214
frame12018.jpg,540,360,person,270,127,301,187
frame12018.jpg,540,360,person,281,127,312,184
frame12018.jpg,540,360,carriage,310,95,444,211
frame12018.jpg,540,360,car,385,91,530,233
frame13663.jpg,540,360,car,107,115,259,264
frame13663.jpg,540,360,carriage,278,101,337,149
frame14332.jpg,540,360,car,239,121,470,358
frame14332.jpg,540,360,car,218,125,252,162
frame14332.jpg,540,360,carriage,112,123,176,195
frame14332.jpg,540,360,carriage,1,126,58,199
frame14332.jpg,540,360,carriage,495,127,538,211
frame14332.jpg,540,360,person,86,131,108,170
frame14332.jpg,540,360,trolley,187,120,222,157
frame14332.jpg,540,360,carriage,325,86,473,212
frame17029.jpg,540,360,car,285,128,393,224
frame17029.jpg,540,360,trolley,44,85,163,212
frame17029.jpg,540,360,trolley,152,117,200,165
frame17029.jpg,540,360,carriage,197,120,257,175
frame17029.jpg,540,360,carriage,364,105,469,187
frame13930.jpg,540,360,car,0,89,268,265
frame13930.jpg,540,360,car,363,102,465,184
frame13930.jpg,540,360,carriage,288,88,361,156
frame13930.jpg,540,360,carriage,487,103,538,161
frame10803.jpg,540,360,person,132,129,177,242
frame10803.jpg,540,360,person,254,129,288,192
frame10803.jpg,540,360,person,202,120,225,176
frame10803.jpg,540,360,person,114,118,138,158
frame10803.jpg,540,360,car,-10,132,58,300
frame10803.jpg,540,360,car,292,120,369,179
frame10803.jpg,540,360,car,419,130,484,179
frame10803.jpg,540,360,carriage,479,119,523,172
frame10803.jpg,540,360,trolley,172,94,220,138
frame15748.jpg,540,360,carriage,38,129,145,205
frame15748.jpg,540,360,carriage,184,110,277,219
frame15748.jpg,540,360,carriage,272,123,323,167
frame15748.jpg,540,360,trolley,112,98,184,175
frame15748.jpg,540,360,carriage,347,107,396,167
frame15748.jpg,540,360,carriage,419,127,477,181
frame15748.jpg,540,360,car,1,129,64,240
frame15748.jpg,540,360,carriage,320,112,359,157
frame14867.jpg,540,360,carriage,4,30,303,356
frame14867.jpg,540,360,carriage,374,121,454,190
frame14867.jpg,540,360,carriage,309,107,393,157
frame1077.jpg,540,360,carriage,168,76,281,211
frame1077.jpg,540,360,carriage,401,65,515,199
frame1077.jpg,540,360,carriage,338,74,431,166
frame1077.jpg,540,360,car,55,100,181,189
frame1077.jpg,540,360,carriage,256,76,314,145
frame18537.jpg,540,360,car,232,125,339,189
frame18537.jpg,540,360,person,348,139,366,179
frame18537.jpg,540,360,person,413,133,439,191
frame18537.jpg,540,360,trolley,177,109,214,154
frame18537.jpg,540,360,car,1,118,107,226
frame18537.jpg,540,360,carriage,442,109,543,208
frame15403.jpg,540,360,carriage,167,103,279,248
frame15403.jpg,540,360,carriage,411,102,536,205
frame15403.jpg,540,360,carriage,308,121,345,161
frame15403.jpg,540,360,carriage,263,121,297,162
frame15403.jpg,540,360,carriage,104,108,190,174
frame15403.jpg,540,360,carriage,52,109,101,161
frame15403.jpg,540,360,car,352,131,405,171
frame15403.jpg,540,360,trolley,-2,102,56,204
frame14090.jpg,540,360,carriage,293,87,390,175
frame14090.jpg,540,360,carriage,442,93,524,189
frame14090.jpg,540,360,car,207,109,259,155
frame14090.jpg,540,360,car,332,111,419,181
frame14090.jpg,540,360,person,107,120,170,249
frame14090.jpg,540,360,trolley,-11,30,122,284
frame135.jpg,540,360,carriage,205,75,297,180
frame135.jpg,540,360,carriage,300,82,361,158
frame135.jpg,540,360,carriage,6,72,60,155
frame135.jpg,540,360,carriage,138,98,169,124
frame10152.jpg,540,360,car,-5,109,101,247
frame10152.jpg,540,360,trolley,91,93,181,188
frame10152.jpg,540,360,person,272,123,293,169
frame10152.jpg,540,360,person,309,126,335,175
frame10152.jpg,540,360,person,298,121,315,178
frame13275.jpg,540,360,car,0,223,251,353
frame13275.jpg,540,360,trolley,175,109,217,151
frame13275.jpg,540,360,person,270,125,280,154
frame13275.jpg,540,360,person,277,122,289,153
frame13275.jpg,540,360,carriage,318,96,396,191
frame13275.jpg,540,360,person,458,129,473,156
frame13275.jpg,540,360,person,500,124,516,154
frame13275.jpg,540,360,person,111,131,133,163
frame13275.jpg,540,360,person,98,132,113,160
frame13275.jpg,540,360,carriage,0,106,44,205
frame13275.jpg,540,360,car,384,116,427,165
frame14042.jpg,540,360,trolley,-1,45,154,210
frame14042.jpg,540,360,person,152,110,195,206
frame14042.jpg,540,360,car,205,106,254,150
frame14042.jpg,540,360,car,335,104,404,176
frame14042.jpg,540,360,carriage,427,84,513,179
frame1113.jpg,540,360,carriage,167,73,277,225
frame1113.jpg,540,360,carriage,415,55,530,202
frame1113.jpg,540,360,carriage,339,76,444,170
frame1113.jpg,540,360,carriage,258,75,321,144
frame1113.jpg,540,360,carriage,27,80,83,154
frame1113.jpg,540,360,car,121,96,213,184
frame1113.jpg,540,360,carriage,80,78,114,141
frame16131.jpg,540,360,carriage,279,129,359,194
frame16131.jpg,540,360,carriage,361,123,434,189
frame16131.jpg,540,360,trolley,-4,73,149,244
frame16131.jpg,540,360,carriage,193,120,265,207
frame14242.jpg,540,360,car,58,116,179,200
frame14242.jpg,540,360,car,215,120,250,158
frame14242.jpg,540,360,trolley,195,114,223,142
frame14242.jpg,540,360,carriage,349,104,536,214
frame14242.jpg,540,360,carriage,307,94,422,196
frame12593.jpg,540,360,carriage,379,67,542,318
frame12593.jpg,540,360,carriage,1,89,154,186
frame12593.jpg,540,360,carriage,281,105,315,149
frame12593.jpg,540,360,car,127,122,185,161
frame12593.jpg,540,360,person,213,125,239,186
frame12593.jpg,540,360,person,260,127,287,162
frame12593.jpg,540,360,person,299,137,319,175
frame17602.jpg,540,360,trolley,232,21,523,352
frame17602.jpg,540,360,person,144,127,165,164
frame10019.jpg,540,360,trolley,30,79,152,210
frame10019.jpg,540,360,person,266,121,294,183
frame10019.jpg,540,360,trolley,153,95,199,167
frame10019.jpg,540,360,person,302,125,317,166
frame10019.jpg,540,360,person,247,125,262,159
frame10019.jpg,540,360,person,210,123,223,148
frame10019.jpg,540,360,person,289,124,303,164
frame10019.jpg,540,360,car,385,117,446,179
frame10019.jpg,540,360,car,472,107,542,226
frame10019.jpg,540,360,car,437,127,484,173
frame15583.jpg,540,360,trolley,38,83,164,210
frame15583.jpg,540,360,carriage,175,104,283,239
frame15583.jpg,540,360,carriage,400,103,508,182
frame15583.jpg,540,360,carriage,328,103,373,162
frame15583.jpg,540,360,carriage,270,118,307,161
frame15583.jpg,540,360,carriage,378,131,415,163
frame15583.jpg,540,360,carriage,-5,106,44,231
frame1733.jpg,540,360,horse,154,100,212,150
frame1733.jpg,540,360,trolley,32,59,151,176
frame1733.jpg,540,360,carriage,198,98,254,155
frame1733.jpg,540,360,car,324,99,377,138
frame1733.jpg,540,360,carriage,433,80,527,185
frame1733.jpg,540,360,person,401,110,420,159
frame1733.jpg,540,360,person,373,104,393,145
frame1733.jpg,540,360,car,494,185,543,288
frame17343.jpg,540,360,car,382,117,538,230
frame17343.jpg,540,360,horse,97,129,182,196
frame18071.jpg,540,360,car,-2,90,192,322
frame18071.jpg,540,360,car,303,127,371,191
frame18071.jpg,540,360,carriage,362,113,499,194
frame18071.jpg,540,360,carriage,223,114,249,155
frame18071.jpg,540,360,trolley,198,106,224,135
frame18071.jpg,540,360,person,273,124,290,149
frame14475.jpg,540,360,car,210,134,378,326
frame14475.jpg,540,360,carriage,328,242,377,264
frame18298.jpg,540,360,carriage,138,118,282,194
frame18298.jpg,540,360,car,280,119,455,252
frame18298.jpg,540,360,carriage,409,90,533,221
frame13911.jpg,540,360,car,126,91,401,273
frame13911.jpg,540,360,car,387,108,484,184
frame13911.jpg,540,360,trolley,121,76,199,160
frame13911.jpg,540,360,person,-1,167,122,356
frame13911.jpg,540,360,carriage,481,80,537,171
frame1136.jpg,540,360,carriage,178,78,291,224
frame1136.jpg,540,360,carriage,336,82,445,172
frame1136.jpg,540,360,carriage,425,60,546,204
frame1136.jpg,540,360,carriage,262,77,320,142
frame1136.jpg,540,360,car,7,82,69,154
frame1136.jpg,540,360,carriage,79,83,135,133
frame10956.jpg,540,360,person,338,135,398,265
frame10956.jpg,540,360,person,280,122,306,166
frame10956.jpg,540,360,person,233,117,254,155
frame10956.jpg,540,360,person,81,123,128,186
frame10956.jpg,540,360,trolley,134,84,206,157
frame10956.jpg,540,360,carriage,308,105,359,167
frame10956.jpg,540,360,car,414,82,541,272
frame10956.jpg,540,360,car,423,121,485,169
frame10956.jpg,540,360,car,369,110,434,162
frame1240.jpg,540,360,carriage,168,69,292,219
frame1240.jpg,540,360,carriage,310,72,420,177
frame1240.jpg,540,360,carriage,270,98,313,152
frame1240.jpg,540,360,car,2,86,107,224
frame1240.jpg,540,360,carriage,458,84,551,218
frame1240.jpg,540,360,car,406,99,468,165
frame17156.jpg,540,360,car,383,139,474,213
frame17156.jpg,540,360,carriage,207,118,255,177
frame17156.jpg,540,360,carriage,455,96,534,219
frame17156.jpg,540,360,trolley,73,96,172,203
frame11094.jpg,540,360,trolley,26,64,167,212
frame11094.jpg,540,360,person,304,134,334,197
frame11094.jpg,540,360,person,422,127,469,200
frame11094.jpg,540,360,person,499,122,525,168
frame11094.jpg,540,360,person,240,118,255,152
frame11094.jpg,540,360,cyclist,255,118,280,157
frame11094.jpg,540,360,carriage,330,108,385,170
frame11094.jpg,540,360,carriage,428,115,485,175
frame13640.jpg,540,360,car,119,123,295,283
frame13640.jpg,540,360,car,427,109,535,212
frame13640.jpg,540,360,carriage,46,111,107,175
frame13640.jpg,540,360,carriage,461,59,543,328
frame13640.jpg,540,360,person,354,132,415,292
frame1043.jpg,540,360,carriage,174,67,282,215
frame1043.jpg,540,360,carriage,398,61,497,189
frame1043.jpg,540,360,carriage,348,74,421,159
frame1043.jpg,540,360,carriage,501,100,553,230
frame1043.jpg,540,360,carriage,257,72,321,135
frame1043.jpg,540,360,car,26,96,145,184
frame11683.jpg,540,360,trolley,39,88,171,213
frame11683.jpg,540,360,person,234,126,255,163
frame11683.jpg,540,360,carriage,294,124,369,184
frame11683.jpg,540,360,carriage,389,112,478,183
frame11683.jpg,540,360,carriage,470,118,546,254
frame11683.jpg,540,360,carriage,264,123,291,156
frame114.jpg,540,360,carriage,227,60,319,161
frame114.jpg,540,360,carriage,304,67,358,132
frame12765.jpg,540,360,carriage,108,87,327,216
frame12765.jpg,540,360,person,76,146,118,232
frame12765.jpg,540,360,person,175,123,211,240
frame12765.jpg,540,360,carriage,418,97,502,180
frame12765.jpg,540,360,carriage,499,112,537,281
frame13321.jpg,540,360,carriage,327,94,404,210
frame13321.jpg,540,360,trolley,162,108,211,152
frame13321.jpg,540,360,person,304,124,324,157
frame13321.jpg,540,360,person,105,128,125,164
frame13321.jpg,540,360,carriage,16,102,79,162
frame13321.jpg,540,360,person,502,119,513,155
frame13321.jpg,540,360,person,516,120,529,163
frame13888.jpg,540,360,person,313,173,408,348
frame13888.jpg,540,360,person,277,111,304,163
frame13888.jpg,540,360,car,203,106,264,166
frame13888.jpg,540,360,car,288,95,539,276
frame13888.jpg,540,360,trolley,136,81,202,153
frame13888.jpg,540,360,carriage,1,84,53,148
frame13888.jpg,540,360,carriage,39,95,83,145
frame11090.jpg,540,360,trolley,28,68,166,218
frame11090.jpg,540,360,person,301,134,333,191
frame11090.jpg,540,360,person,422,138,464,207
frame11090.jpg,540,360,person,502,108,532,173
frame11090.jpg,540,360,person,240,116,254,150
frame11090.jpg,540,360,cyclist,256,122,277,155
frame11090.jpg,540,360,carriage,328,118,391,178
frame1046.jpg,540,360,carriage,171,80,283,222
frame1046.jpg,540,360,car,32,96,145,201
frame1046.jpg,540,360,carriage,387,67,499,189
frame1046.jpg,540,360,carriage,342,82,421,165
frame1046.jpg,540,360,carriage,502,90,552,239
frame1046.jpg,540,360,carriage,257,79,319,141
frame17556.jpg,540,360,trolley,122,44,482,316
frame14129.jpg,540,360,person,49,111,114,275
frame14129.jpg,540,360,car,208,112,256,156
frame14129.jpg,540,360,car,275,114,381,184
frame14129.jpg,540,360,carriage,447,90,532,201
frame14129.jpg,540,360,carriage,166,106,206,148
frame14129.jpg,540,360,trolley,-3,40,56,273
frame14129.jpg,540,360,carriage,307,84,399,172
frame15034.jpg,540,360,carriage,132,65,320,331
frame15034.jpg,540,360,carriage,104,107,157,155
frame15034.jpg,540,360,carriage,406,107,498,190
frame15034.jpg,540,360,person,300,128,313,153
frame13486.jpg,540,360,trolley,84,79,182,191
frame13486.jpg,540,360,car,199,104,332,256
frame13486.jpg,540,360,carriage,364,80,493,248
frame13486.jpg,540,360,person,320,129,344,195
frame13486.jpg,540,360,person,179,123,196,160
frame11180.jpg,540,360,horse,365,118,468,195
frame11180.jpg,540,360,carriage,351,95,541,185
frame11180.jpg,540,360,horse,206,107,267,165
frame11180.jpg,540,360,person,308,142,350,213
frame11180.jpg,540,360,person,447,124,506,232
frame11180.jpg,540,360,trolley,-10,25,104,290
frame11180.jpg,540,360,carriage,139,113,191,164
frame15325.jpg,540,360,carriage,386,105,532,195
frame15325.jpg,540,360,car,343,129,385,169
frame15325.jpg,540,360,carriage,160,94,284,258
frame15325.jpg,540,360,carriage,291,119,328,158
frame15325.jpg,540,360,trolley,14,106,96,193
frame15325.jpg,540,360,carriage,92,114,126,158
frame13423.jpg,540,360,car,26,99,255,315
frame13423.jpg,540,360,carriage,340,85,456,226
frame13423.jpg,540,360,person,201,130,230,189
frame13423.jpg,540,360,person,493,126,504,159
frame13423.jpg,540,360,trolley,208,103,230,129
frame13423.jpg,540,360,trolley,133,100,202,138
frame11368.jpg,540,360,person,354,160,460,325
frame11368.jpg,540,360,horse,411,100,534,196
frame11368.jpg,540,360,person,363,115,405,187
frame11368.jpg,540,360,person,93,115,119,174
frame11368.jpg,540,360,person,233,111,255,148
frame11368.jpg,540,360,trolley,185,102,223,139
frame11368.jpg,540,360,car,253,107,338,163
frame14748.jpg,540,360,trolley,2,45,141,225
frame14748.jpg,540,360,car,221,105,331,227
frame14748.jpg,540,360,carriage,360,93,430,160
frame11381.jpg,540,360,person,229,145,338,338
frame11381.jpg,540,360,car,225,107,321,158
frame11381.jpg,540,360,carriage,359,100,449,179
frame11381.jpg,540,360,horse,437,96,539,189
frame15130.jpg,540,360,carriage,415,106,535,208
frame15130.jpg,540,360,carriage,336,102,432,163
frame15130.jpg,540,360,carriage,61,105,138,168
frame15130.jpg,540,360,carriage,151,81,304,285
frame1753.jpg,540,360,trolley,4,51,147,173
frame1753.jpg,540,360,carriage,430,82,544,188
frame1753.jpg,540,360,carriage,184,84,258,160
frame1753.jpg,540,360,carriage,139,73,210,151
frame1753.jpg,540,360,carriage,290,97,319,133
frame1753.jpg,540,360,car,324,93,385,145
frame1753.jpg,540,360,car,472,142,539,288
frame17337.jpg,540,360,horse,87,117,182,211
frame17337.jpg,540,360,carriage,206,121,252,187
frame17337.jpg,540,360,car,392,207,409,214
frame16767.jpg,540,360,horse,20,131,221,246
frame16767.jpg,540,360,car,178,108,347,298
frame16767.jpg,540,360,carriage,376,69,536,264
frame16767.jpg,540,360,trolley,164,108,209,152
frame17493.jpg,540,360,car,-13,133,138,328
frame17493.jpg,540,360,carriage,428,139,454,188
frame17493.jpg,540,360,trolley,19,75,349,259
frame1587.jpg,540,360,carriage,173,80,282,215
frame1587.jpg,540,360,carriage,303,74,389,170
frame1587.jpg,540,360,car,92,88,190,142
frame1587.jpg,540,360,car,467,106,553,225
frame1587.jpg,540,360,car,436,91,520,169
frame1587.jpg,540,360,car,384,103,448,160
frame1550.jpg,540,360,carriage,166,74,280,211
frame1550.jpg,540,360,car,421,95,546,208
frame1550.jpg,540,360,car,377,89,460,172
frame1550.jpg,540,360,carriage,293,74,383,165
frame10698.jpg,540,360,person,314,138,363,280
frame10698.jpg,540,360,horse,265,121,365,219
frame10698.jpg,540,360,car,49,127,214,204
frame10698.jpg,540,360,car,408,134,487,192
frame10698.jpg,540,360,car,433,194,550,355
frame10698.jpg,540,360,carriage,176,115,287,161
frame10698.jpg,540,360,carriage,491,131,537,184
frame10698.jpg,540,360,person,382,118,402,161
frame10698.jpg,540,360,trolley,185,101,223,138
frame10698.jpg,540,360,carriage,5,106,56,169
frame1622.jpg,540,360,car,8,92,100,148
frame1622.jpg,540,360,carriage,178,76,284,214
frame1622.jpg,540,360,carriage,155,87,198,149
frame1622.jpg,540,360,carriage,300,66,408,180
frame1622.jpg,540,360,person,397,100,447,170
frame1622.jpg,540,360,car,452,95,521,174
frame1622.jpg,540,360,car,503,105,546,213
frame18439.jpg,540,360,car,72,120,195,239
frame18439.jpg,540,360,car,332,127,391,174
frame18439.jpg,540,360,carriage,403,108,490,187
frame18439.jpg,540,360,carriage,222,108,296,158
frame15653.jpg,540,360,carriage,429,92,528,199
frame15653.jpg,540,360,carriage,185,107,283,226
frame15653.jpg,540,360,carriage,267,119,317,174
frame15653.jpg,540,360,carriage,339,110,386,174
frame15653.jpg,540,360,carriage,391,124,437,172
frame15653.jpg,540,360,horse,137,127,180,177
frame15653.jpg,540,360,trolley,-4,45,130,264
frame15653.jpg,540,360,trolley,150,105,200,160
frame16776.jpg,540,360,carriage,0,135,214,251
frame16776.jpg,540,360,trolley,169,112,211,156
frame16776.jpg,540,360,car,180,114,340,296
frame16776.jpg,540,360,carriage,375,59,538,274
frame18766.jpg,540,360,car,1,143,195,294
frame18766.jpg,540,360,carriage,209,114,330,168
frame18766.jpg,540,360,car,487,124,544,205
frame14821.jpg,540,360,trolley,2,59,89,192
frame14821.jpg,540,360,horse,40,115,223,316
frame14821.jpg,540,360,car,230,111,314,219
frame14821.jpg,540,360,carriage,367,108,443,175
frame14821.jpg,540,360,carriage,304,102,381,146
frame11232.jpg,540,360,horse,221,117,343,208
frame11232.jpg,540,360,carriage,218,98,494,206
frame11232.jpg,540,360,person,480,114,542,263
frame11232.jpg,540,360,person,323,140,362,229
frame11232.jpg,540,360,car,112,105,180,171
frame12075.jpg,540,360,person,195,139,222,193
frame12075.jpg,540,360,person,211,136,235,188
frame12075.jpg,540,360,person,341,136,407,232
frame12075.jpg,540,360,car,-2,144,56,311
frame12075.jpg,540,360,carriage,451,87,534,217
frame12075.jpg,540,360,carriage,329,92,464,223
frame12075.jpg,540,360,person,78,129,106,169
frame12075.jpg,540,360,person,129,127,138,158
frame12075.jpg,540,360,person,134,127,143,157
frame12075.jpg,540,360,person,148,126,162,152
frame12075.jpg,540,360,car,210,107,374,230
frame15478.jpg,540,360,trolley,123,105,188,175
frame15478.jpg,540,360,carriage,37,115,150,197
frame15478.jpg,540,360,carriage,171,104,282,253
frame15478.jpg,540,360,carriage,413,116,522,177
frame15478.jpg,540,360,carriage,317,124,363,161
frame15478.jpg,540,360,carriage,465,131,540,207
frame15478.jpg,540,360,car,268,128,329,175
frame12471.jpg,540,360,carriage,337,48,542,240
frame12471.jpg,540,360,person,200,117,225,167
frame12471.jpg,540,360,carriage,276,102,318,145
frame12471.jpg,540,360,carriage,35,84,135,208
frame12471.jpg,540,360,person,6,120,28,179
frame11146.jpg,540,360,trolley,-3,35,139,258
frame11146.jpg,540,360,person,310,134,342,200
frame11146.jpg,540,360,person,410,126,477,225
frame11146.jpg,540,360,cyclist,255,119,275,154
frame11146.jpg,540,360,carriage,333,113,393,168
frame11146.jpg,540,360,carriage,429,92,550,196
frame11146.jpg,540,360,carriage,154,104,243,160
frame13037.jpg,540,360,person,108,121,157,242
frame13037.jpg,540,360,carriage,294,103,355,168
frame13037.jpg,540,360,carriage,478,50,536,289
frame13037.jpg,540,360,carriage,352,107,393,157
frame13037.jpg,540,360,carriage,422,111,487,169
frame13037.jpg,540,360,trolley,193,108,228,140
frame13037.jpg,540,360,carriage,35,115,95,164
frame13037.jpg,540,360,person,146,122,159,149
